Date,Amount,Location,Store,Fraudulent
1978-07-04,974.31,Lake Charlesfort,"Schmidt, Castaneda and Barber",True
2001-02-26,893.99,Jasmineshire,Rice-Brown,False
1985-11-23,534.25,Port Krystal,Mills Ltd,True
1984-02-01,647.58,Maryland,Rich-Lewis,True
2008-04-07,672.94,Lisafurt,"Flores, Gilbert and Mason",True
1983-01-15,582.81,East Thomasfurt,"Caldwell, Steele and Marshall",False
1981-08-15,821.94,East Katelynville,Pittman PLC,False
2007-04-10,568.48,East Robert,"Gonzales, Hess and Gonzalez",True
2019-12-08,831.16,Port Zachary,"Clark, Ryan and Durham",True
2018-07-07,980.78,Morrisonton,"Kelley, Phelps and Nguyen",False
2016-08-30,619.91,New Joshua,Wilcox-Cox,False
1977-07-31,466.79,Derrickville,Stewart PLC,True
2001-01-07,632.82,South Crystalhaven,Love-Murphy,True
2011-07-14,497.84,Port John,Rivas Inc,False
1979-11-19,651.4,Jamesfurt,Murphy PLC,False
1986-01-19,520.31,Port Jefferytown,Lynch Inc,False
1977-01-21,818.74,Brianaview,Walker-Smith,True
1988-08-14,718.13,Lake Kim,Shaw-Mejia,True
1976-02-19,854.34,New Jeremyview,Donovan PLC,False
2006-04-08,197.28,Teresafurt,Pearson-Hubbard,True
1970-12-09,209.48,Browntown,"Barnett, Smith and Hernandez",True
1996-08-07,834.74,Perezstad,Smith Ltd,True
2007-02-22,642.12,Ambershire,Alexander LLC,False
2012-07-09,501.68,New Matthew,Austin-Smith,True
2021-07-02,814.64,Melissaport,Hunter Group,False
2001-05-06,96.17,Eduardofort,Howard-Benson,False
2010-02-24,666.07,Durhamview,"Evans, Williams and White",False
1994-09-25,740.98,Lake Lisa,Rodriguez and Sons,True
1996-01-25,888.16,Gentryborough,Yu-Huffman,False
1971-12-19,897.17,Loribury,Kemp PLC,False
2010-10-27,688.82,Juanton,"Brewer, Williams and Liu",True
1984-03-01,337.47,Adamsborough,Luna-Young,False
1988-02-01,93.93,New Thomas,Garza-Ford,True
2018-07-25,156.85,Martinside,Ortiz PLC,False
1998-06-23,922.5,Lake Austinstad,Bridges Ltd,True
1994-05-26,754.02,North Melinda,Kelley-Woods,False
2024-09-18,178.22,Lake Jerry,James Inc,False
1978-11-25,644.51,Saraside,"Hoffman, Wilkins and Warren",False
2021-04-19,462.33,South Jeffreyport,"Miller, Rose and White",False
2003-02-24,793.64,New Stephen,Andrade Ltd,True
2005-05-05,982.85,Cherylmouth,Small Ltd,True
2011-05-27,408.16,East Stacey,Taylor-Garcia,False
1987-04-26,191.96,Alexanderchester,Wiley-Newman,True
2021-01-10,249.97,South Meganmouth,Ramirez and Sons,True
2006-06-17,562.13,East Lori,Doyle-Bernard,False
2018-03-20,327.01,North Josephfurt,Ingram-Ellis,False
2003-09-18,114.01,Hannahberg,"Bailey, Brown and Sullivan",False
2013-02-06,178.11,Lake Kimberlyborough,"Humphrey, Lynch and Kramer",True
1995-04-07,241.53,North Williamborough,Williams Group,False
1977-08-01,12.7,Paulastad,"Johnson, White and Ford",True
2022-03-12,327.89,Melindamouth,Hernandez-Gonzales,True
2002-12-26,972.14,Brownfurt,"Anderson, Shields and Garcia",False
1982-01-12,686.36,Gonzalesstad,Rojas Group,True
2023-05-11,420.74,South Andrea,Schroeder LLC,True
1974-01-08,233.22,North Elizabethside,Williams-Kelly,False
1977-09-27,782.58,Port Christopher,Washington Ltd,True
2008-11-26,487.25,North Lisa,Wheeler PLC,False
1974-06-09,180.18,New Edwardburgh,"Carter, Edwards and Norris",False
2010-01-14,822.0,North Keithchester,Moore-Morales,True
2007-08-25,158.84,Port Mary,Santos and Sons,False
1999-10-29,993.42,Lake Brianview,"Sanchez, Carlson and Barber",True
2011-11-06,965.66,South Jacquelineville,"Guerra, Oconnor and Vargas",True
1999-05-18,813.11,East Aaron,Camacho-Barnett,True
2000-03-26,532.29,Gomezburgh,Cruz-Rosales,True
2019-02-22,78.19,Harrellburgh,Davis-Stewart,True
2006-12-08,918.65,West Shelbyview,Blake-Zamora,True
1995-11-18,656.95,Garciaberg,"Velez, Abbott and Kim",True
2007-02-19,848.46,Chelseafort,Adams PLC,True
1989-04-21,797.14,Jasonside,"Ramos, Thomas and Kelly",True
2014-04-09,129.89,Lake Davidshire,White LLC,False
1995-05-11,502.11,Eduardoside,Weiss-Berry,False
1979-10-29,130.53,North Adrianchester,"Davis, Jones and Mccoy",True
2005-08-19,674.59,Erikfort,"Patel, Maldonado and Key",True
2012-03-23,490.81,West Kimberly,Smith and Sons,True
2016-02-16,485.8,New Davidberg,Adkins PLC,False
1987-10-11,518.62,Lake Timothybury,Thompson-Shaw,False
2023-01-10,216.25,Parksmouth,"Wolfe, Carpenter and Johnson",True
2014-04-13,347.75,Baldwinland,Gilbert Inc,True
2000-05-29,778.27,Whiteland,"Mason, Walton and Matthews",True
1995-04-25,607.65,Nicolefurt,Grant LLC,False
1980-05-10,261.31,New Christinamouth,Ayala-Phillips,True
1975-12-07,981.56,Snyderfort,Kelly-Bruce,True
1988-04-01,54.32,North Matthew,Arnold Inc,False
2023-08-13,138.17,Angelachester,"Daniel, Key and Grimes",False
1996-07-24,476.82,Port Kevinchester,Lozano Group,False
1983-02-07,618.45,Kristafurt,"Jacobs, Thomas and Newton",False
1975-06-16,354.53,East Sarahburgh,"Taylor, Ward and Nelson",True
2004-02-10,146.99,Oconnorfurt,Pena-Williams,True
1996-05-27,660.46,North Davidhaven,Johnson-Mcdonald,True
1998-05-03,721.24,North Bradley,Evans Ltd,False
2021-09-23,892.3,Lake Joelview,Martinez-Mayo,False
2021-03-17,254.46,Port Charlesville,Wilson-Lara,True
2005-12-24,936.13,Port Zachary,Mitchell-Bush,False
2010-08-23,2.67,New Peterside,Miller Inc,True
1977-03-11,958.84,Port Michael,Jennings-Wade,False
1998-12-01,954.04,New Frances,"Hart, Nichols and Walker",False
1976-03-02,510.32,Stevefort,Adams LLC,True
1996-11-05,100.22,New Lauren,"Robertson, Carr and Rasmussen",True
1986-07-20,484.39,East Yolanda,Oliver-Lambert,True
1984-08-29,136.17,West Bernard,Mitchell-Salas,True
1999-09-03,468.63,Christopherchester,White-Contreras,True
1996-03-22,204.43,North Christopher,Ramsey-Carter,True
1988-10-03,128.1,Robertside,Esparza LLC,False
1985-11-22,488.65,Port Edwardstad,Perez-Conley,True
2019-03-11,527.7,Justinville,Harris-Lowery,False
1984-02-24,356.24,Michaelville,Taylor LLC,False
1979-03-09,422.08,Banksshire,Tucker-Wilcox,False
2011-11-13,775.43,New Nicolefort,"Cooley, Norton and Mccann",False
1994-09-14,539.08,Randolphberg,Haynes Ltd,True
1976-05-07,564.79,Robertville,Hopkins-Jones,False
2019-04-01,979.18,East Richardfort,Brooks-Mcdaniel,True
2018-02-26,102.02,Port Daniellemouth,Jackson PLC,True
2000-11-05,506.44,Tranport,Brown Ltd,False
1998-06-24,212.15,New Danielleside,Lee-Reed,True
2025-01-02,443.63,North Dana,Smith PLC,True
1992-01-06,436.33,South Aaronburgh,"Mcintosh, Fitzgerald and Jacobs",False
1997-07-21,292.3,Lunahaven,"Choi, Wilson and White",False
1992-05-22,738.67,South Amanda,Chandler Ltd,False
2023-05-25,422.49,Reidton,Dean Inc,True
2008-05-08,805.11,South Caitlin,"Garcia, Hernandez and Davis",False
2001-04-27,79.84,West Patricia,Cooley Ltd,False
1991-03-16,120.18,North Austin,Miller Group,True
1980-10-05,295.99,Garciaborough,Fleming Ltd,False
1990-07-18,693.88,Christinestad,"Martin, Moore and Kelly",True
2007-09-10,430.42,Geraldton,"Morse, Bowen and Russell",True
2004-05-24,259.45,Jenniferborough,Rodriguez Ltd,False
1975-08-07,81.1,New Brooke,Harris LLC,False
1992-03-13,237.53,Prattborough,Ortega-Boyle,False
1993-03-15,649.78,Burgessport,Young Group,False
2009-10-22,187.76,Fraziermouth,Sanders Group,True
2018-07-30,486.32,North Donna,Martinez-Taylor,False
1981-03-31,675.94,Derekberg,Johnson Group,True
1974-08-12,849.11,South Dianeshire,Romero and Sons,False
1977-11-08,970.13,Lake Katherine,Barnes Inc,True
1971-11-26,311.92,Schultzmouth,Hoover Inc,True
1970-03-01,450.49,Lake Jaystad,Lane Ltd,True
1991-04-22,560.18,Bradychester,Harrell-Delgado,True
1995-07-21,408.22,Loganfort,Baker Inc,False
2008-07-22,710.41,South Julie,"Chambers, Morgan and James",True
1989-07-28,152.84,West Patrick,"Pope, Smith and Snyder",True
2012-06-19,288.53,Batesville,Wood Group,True
2010-01-30,875.29,New Dalton,"Pena, Oconnor and Jackson",False
1984-09-26,587.59,Port William,"Ramirez, Vargas and Cobb",True
1970-12-08,120.52,Lake John,"Lang, Mcclain and Bates",True
2007-07-19,519.15,Gallagherstad,"Figueroa, Jones and Herrera",True
1990-06-04,880.34,East David,Bruce and Sons,False
1986-05-24,49.38,Fletcherbury,"Peterson, Collier and Padilla",True
1991-04-23,60.45,Port Danielle,"Rose, Gutierrez and Wood",True
2011-02-11,759.31,South Johnfurt,White-Burke,False
1976-10-11,459.23,Lake Jackson,Hughes-Miller,False
2014-02-28,686.17,Daviston,Hamilton-Bates,False
2020-09-12,880.59,New Williamchester,Rogers LLC,False
1998-07-04,516.83,Carlyberg,"Peterson, Wright and Barnett",True
1988-01-07,15.0,Crossfurt,"Wilson, Harris and Rodriguez",True
2025-01-19,473.88,South Kenneth,"Brown, Shaffer and Holden",False
2020-02-10,951.26,Jenningsmouth,Gould-Bradford,True
2012-01-11,759.32,Mooneyhaven,"Yang, Johnson and Hunter",True
1997-10-14,803.6,Port Charlesborough,Nelson-Smith,False
1998-05-08,190.44,Nicholasport,Velasquez and Sons,False
1997-10-25,29.01,South Brandon,Robles PLC,True
1976-10-16,628.35,Port Emily,"Ferguson, Guerrero and Scott",True
2022-08-24,892.34,Nicolefurt,Gay-Zimmerman,False
1983-04-12,122.86,West Morgan,"Williams, Velazquez and Garza",False
2011-01-29,909.2,Adamburgh,Moore-Woods,False
2020-04-05,668.42,South Tanya,Williams-Padilla,False
2022-12-21,223.84,Cynthiafurt,Church-Moss,False
2006-01-28,183.05,Jeremiahshire,Rodriguez-Davis,True
2022-05-13,812.09,Brianview,"Peterson, Duncan and Arroyo",False
1994-01-03,331.86,West Timothy,Mitchell Ltd,True
1998-02-03,444.41,Port Javiertown,"Foster, Owen and Wiggins",False
1993-05-01,311.57,Simpsonberg,"Ramirez, Kelly and Thompson",False
1998-04-30,263.23,Port Patrick,Clarke-Taylor,True
1999-07-20,769.33,North Kelly,Reed LLC,False
2013-03-09,933.82,North Toni,Smith-Reynolds,False
2004-01-16,872.24,New Elizabeth,"Jones, Burke and Mccormick",False
2020-11-07,499.56,Elizabethshire,Sherman-Delgado,False
1977-07-11,719.08,Lake Matthew,Jackson Inc,True
2003-07-12,163.5,New Lauren,"Cruz, Little and Olson",True
2024-12-14,492.28,Cookview,Johnson-Howell,True
1986-10-21,349.3,Jessicaton,Ryan-Ramsey,False
2011-06-25,600.72,New Amanda,"Morales, David and Sparks",True
2024-08-09,36.1,Smithberg,Cameron-Jimenez,True
2015-08-19,417.56,Port Lisatown,Gibbs and Sons,False
2010-03-21,259.12,East Margaretville,"Gutierrez, Wallace and Mccarthy",False
2013-07-01,199.43,Port Clairemouth,Moran Ltd,False
1989-10-31,960.99,Coreyport,"Tran, Randolph and Simon",True
2020-02-17,607.89,Port Christinefurt,Sanchez-Howard,True
1996-11-29,336.47,Port Deborah,"Gray, Stark and Carroll",True
1986-09-06,213.79,East Josephbury,"Thompson, Hardin and Wilson",False
2013-05-30,138.21,Jillside,Kaufman-Ortiz,True
1982-12-16,124.31,West Nathan,"Clark, Alexander and Price",True
1999-10-26,550.86,Lake Chrischester,Leonard and Sons,True
2016-05-21,143.55,North Mariefort,"Decker, Brown and Smith",False
1981-03-05,631.4,Salazarmouth,Russell Inc,False
1973-09-05,180.95,North Benjamin,Lozano LLC,True
1990-09-25,455.23,Julieburgh,"Gardner, Martinez and Whitehead",False
1972-11-13,743.23,West Michaelland,Moon PLC,True
1982-02-01,384.49,New Vincentville,"Gomez, Anderson and Hernandez",True
2000-02-17,729.99,Port Steven,Williams-White,False
1986-10-17,871.86,Port Roger,"Anderson, Rubio and Mcdowell",True
2024-08-22,823.14,Denisefort,"Paul, Rojas and Chambers",True
1997-05-24,740.74,Ericbury,Rowe Ltd,False
1992-09-16,195.45,New Kathychester,Ochoa-Martinez,False
1970-07-20,191.74,Wolfefurt,Flores-Morales,True
2007-01-01,703.75,East Donald,Thomas Inc,False
1981-01-07,584.12,Leachhaven,Wyatt Group,False
1973-07-25,254.52,Sonyaville,Lopez-Hernandez,False
1992-10-25,716.39,Smithville,"Clark, Gomez and Zuniga",True
2004-01-30,217.75,Gutierrezchester,"Park, Hernandez and Garcia",True
2017-07-19,756.91,Courtneyburgh,Davidson-Williams,True
1975-06-19,970.33,New Randyville,Murray-Shaw,False
2009-11-27,955.36,East Damon,Riley Inc,False
2005-07-24,216.59,West Amanda,"Henderson, Lambert and Smith",False
1984-12-29,357.04,Dominguezburgh,Lee-Delgado,False
2000-06-08,894.47,South Kellymouth,"James, Brooks and Rose",True
2022-09-07,346.18,Lindaport,Wheeler and Sons,False
1973-06-10,109.91,North Mark,Parker Ltd,False
2013-05-03,428.22,Lake Robert,Harrington and Sons,True
1984-11-09,999.64,Lake Joshuaburgh,Morgan Inc,True
1978-01-13,123.68,Megantown,Morgan-Marshall,True
1997-02-14,660.63,Weaverfort,Lin PLC,True
1994-09-03,436.05,West Teresa,"Roach, Bell and Brown",True
2000-01-03,86.81,New Michaelburgh,Moore-Barber,True
2003-01-26,487.07,Marissaburgh,Golden LLC,False
1978-03-09,825.06,North Stephanie,Lee Inc,True
1997-10-27,916.78,West Kathleen,Chavez-Johnson,False
1983-07-02,120.37,Port David,Thomas-Davis,True
1982-04-03,2.34,East Joseton,Rivera LLC,True
2014-08-10,623.13,Lake Jennifershire,Bryant Group,True
1979-03-18,310.96,Stewartfurt,Black-Cameron,False
1971-10-15,996.5,Melvinfort,Cole-Romero,False
2003-05-22,135.16,Scottfurt,Sanchez-Vaughan,False
2015-04-01,890.01,North Anna,Holder and Sons,True
1993-04-30,587.81,Emilystad,Wall and Sons,False
1995-12-03,532.78,Erikland,Mooney Ltd,True
2004-09-12,760.87,Port Malloryton,"Gutierrez, Bruce and Johnson",True
2018-09-13,712.57,Herrerabury,Torres-Rogers,True
1977-02-19,12.74,East Margaret,Hall Inc,False
1970-05-19,80.94,Whiteland,"Noble, Gutierrez and Rivera",True
2014-07-17,956.35,South Phillip,Mcdonald-Nelson,True
2020-09-10,116.95,West Brandon,Taylor and Sons,True
1990-04-12,11.22,New Penny,Kim Inc,True
1998-07-06,69.98,Murraytown,"Dunn, Wilkinson and Lawson",True
1988-11-16,277.05,Smithhaven,Phillips-Barrett,True
2011-11-08,242.82,Katherineshire,"Le, Mccall and Church",True
1971-11-21,713.06,Kerrshire,Anderson PLC,False
2014-01-08,52.25,New Dana,Peterson Group,True
2017-07-20,267.62,Arnoldhaven,Reynolds-Cain,True
1990-11-26,393.03,Johnville,Tucker Group,False
2015-08-01,960.66,Carrtown,Gonzalez-Allen,False
2020-07-08,430.9,Port Mark,Coffey Ltd,False
2016-06-15,91.51,Traceymouth,"Perry, Chavez and Arnold",False
2016-02-13,832.84,Holmesstad,Jones Inc,False
2000-07-14,259.15,Greenmouth,"Miller, Jackson and Kramer",True
2000-06-11,939.73,West Sarah,Goodman-Holt,True
2020-03-10,4.7,Lake Megan,Jackson-Chaney,False
1972-05-16,61.61,Elizabethton,Grant-Stephenson,False
1977-07-03,695.67,West Kimberlyhaven,"Hernandez, Moore and Williams",True
1986-02-04,744.5,North Georgeside,Owens-Sanford,False
1972-11-13,265.61,Bethshire,Smith-Adams,False
1984-06-09,471.41,North Ryan,Duarte-Silva,True
2004-09-24,529.24,New Robertside,"Dean, Lucas and Moon",False
1998-11-30,514.61,East Johnmouth,Hall Ltd,True
1990-10-06,510.09,Lake Christine,Roberson Ltd,False
1976-03-18,973.7,Jacobsside,Guerrero LLC,False
1988-03-08,66.56,New Davidmouth,Sanchez-Watts,True
1985-09-02,784.34,East Jonathan,Wells-Roberts,True
1984-01-27,149.03,Mosesside,Mcdonald-Turner,False
2015-10-21,83.04,Johnfurt,Galvan PLC,False
2019-06-12,618.63,Port Andrea,Brewer-White,True
2023-09-24,98.69,East Lauren,"Hernandez, Gallagher and Brock",True
1985-07-07,655.54,Steintown,Stout Group,False
1986-10-14,216.35,West Matthew,Reyes PLC,False
1985-03-26,231.71,New Christophermouth,"Rodgers, Cruz and Branch",True
2000-01-17,254.79,Clarkside,Davis PLC,False
2024-05-05,505.05,Lisashire,Moore LLC,False
2019-09-14,670.5,Mistystad,Solis-Wallace,True
1985-01-19,735.61,Mcgeefort,Perry-Rodriguez,True
1980-07-27,181.72,Mariostad,"Woodward, Santos and Sellers",True
2005-12-26,230.81,Wilkinsberg,Cooper Ltd,True
1973-09-08,268.43,West Sabrinafurt,"Davis, Valdez and Kent",False
2009-07-19,493.21,Meganmouth,Dean-Flores,False
2022-06-26,499.12,Cindyshire,Powers-Morgan,True
1990-02-17,378.33,West Jamesmouth,Jacobs PLC,True
1995-07-04,966.22,Griffinport,Hart-Valentine,False
1993-02-13,613.59,Lake Andrew,Casey-Lopez,False
2018-09-02,700.25,Michaelton,Jackson-Mercado,True
1971-09-02,732.41,Marilynmouth,"Campbell, Martinez and Williamson",True
1972-07-29,661.66,Hansenton,Young and Sons,False
1970-01-08,975.67,Bryantborough,"Montoya, Ibarra and Ortiz",True
2017-06-25,554.04,South James,"Shaw, Davis and Cohen",False
1993-01-06,170.63,Butlershire,"Keller, Watson and Bauer",False
1977-11-03,184.43,Jeffreyfort,Williams-Franklin,False
2023-06-25,644.9,South Chelseaview,Gray-Clay,True
1980-07-28,801.79,Cherylview,Boyd Group,True
1976-09-04,957.06,Daughertyfort,Combs-Lee,False
2005-10-08,88.64,Tamitown,"Garcia, Martin and Miller",True
1990-08-27,181.01,East Elizabethview,Walls Group,True
2000-06-27,974.41,Lake Carolyn,"Lin, Allen and Brown",True
2014-07-09,864.48,Davisborough,Martinez PLC,True
2007-06-01,379.86,East Alyssa,Smith-Moore,False
2002-12-08,753.27,South Bradley,"Tran, Holt and Jones",False
2002-08-21,717.43,Kingburgh,"Thompson, Howard and Byrd",False
1994-04-26,202.56,North Rebeccastad,"Barr, Wilcox and Vazquez",True
1996-01-27,387.33,Bennetthaven,Shields LLC,False
1990-08-17,423.57,South Desiree,Morgan-Meyers,True
1982-05-27,2.07,East Robertburgh,Foster-Carpenter,True
1994-07-06,983.53,New Jacquelineside,"Berry, Gross and Williams",True
1978-09-09,118.72,Molinaside,Davidson LLC,True
1995-05-31,921.69,Wesleyton,"Martinez, Douglas and Anderson",False
1979-02-27,787.75,West Meganshire,Thompson-Freeman,False
2009-08-01,859.98,Kempfort,Weber Inc,True
2016-04-29,320.58,Rubenburgh,Brown-Bryant,True
2019-06-15,44.54,Andrealand,Chavez-Wilkerson,False
1986-10-13,20.66,Johnborough,"Cook, Mcknight and Davis",False
1974-09-07,88.9,West Brittany,Vasquez Group,True
1981-01-06,144.46,Lake Peter,"Pierce, Herman and Beard",False
2007-03-02,284.3,Perezfort,"Knox, Jackson and Harris",False
2001-12-16,174.91,Davishaven,Elliott-Brock,True
1974-07-03,108.61,New Vanessa,Anderson-Phillips,False
2022-06-25,651.37,East Alicia,Gillespie Ltd,False
2001-10-13,740.12,South Allisontown,Woods-Christian,True
2000-01-02,358.37,West Garybury,Ford-Lopez,False
1999-02-25,609.48,East Jasonport,Campbell-Perez,True
2004-11-10,200.73,North Sharon,Jimenez Inc,False
1973-12-20,735.98,Joshuaburgh,"Jones, Briggs and Martinez",True
1978-02-14,118.93,West Janetmouth,Hawkins-Garza,False
1973-05-27,994.96,Valeriefort,Sanchez LLC,False
2021-02-24,474.37,Port Andrewtown,Tapia and Sons,True
2006-04-29,751.24,New Brandonville,Moore Ltd,False
2015-04-29,126.32,Jonesmouth,Gomez-Edwards,False
1995-03-14,686.46,Floydland,Black-Perez,False
2011-07-12,56.26,Josephstad,"Ramirez, Johnson and Parsons",False
1978-02-23,647.8,Lake Dawn,"Daniels, Gregory and Ewing",False
1987-01-27,590.38,Ruizview,"Collins, Lopez and Johnson",False
2000-04-19,781.59,Lake Kathleen,Moore Ltd,False
1993-05-09,725.5,Lake Dawn,"Rivers, Hernandez and Pennington",True
1995-07-20,998.3,Kennethfurt,"Wong, Waller and Martinez",True
1988-08-04,191.21,Rodriguezfort,"Carey, Krause and Smith",True
2012-06-28,804.71,Carolynport,Harris-Hardy,False
2023-04-29,338.68,Ashleyview,Odonnell LLC,False
1989-10-23,29.56,New Juantown,Johnson-Franklin,False
2004-12-09,834.35,Port Jose,"Owens, Miller and Burton",False
1998-07-13,635.47,West William,Farrell-Houston,False
1976-12-08,768.45,Port Eric,"Vasquez, Taylor and Dunn",True
1988-06-05,504.33,East Jennifer,Martin-Walker,True
2023-06-13,820.18,East Adam,Hill-Davis,False
1990-10-07,767.64,Anthonychester,Howell Group,True
1978-04-26,66.05,Lake Kristinside,Miller-Ortiz,True
2011-07-18,663.11,Bowerschester,Owens-Crawford,True
2019-01-19,512.78,Cindybury,Bruce-Moore,False
1990-06-13,289.28,North Oliviamouth,"Hall, Wood and Rivera",True
2017-01-13,211.12,South Sydney,"Boyd, Harris and Burke",False
1988-08-20,955.53,East Jeffreyside,Salazar PLC,False
2014-06-06,830.53,New Antonioborough,"Thornton, Manning and Hernandez",False
1987-07-13,381.12,Victoriamouth,Johnson-Miller,True
2023-12-08,214.49,Dylanmouth,Miller and Sons,True
2007-09-06,982.09,North Crystal,Vargas Ltd,False
2008-04-27,973.18,New Lisa,"Bentley, Montoya and Nichols",True
2016-05-18,127.85,South Becky,Freeman-Yoder,False
1982-12-25,551.42,Bradyville,"Hoffman, Davidson and Zimmerman",True
2007-03-20,59.0,Nunezborough,"Ryan, Walton and Morris",True
1980-06-07,966.27,West Johnberg,Keller-Choi,False
1996-11-18,287.69,Port Adam,"Wilkins, Nielsen and Mclaughlin",False
2021-01-09,624.38,New Shellytown,Hobbs-Hall,True
2018-06-26,892.42,New Kelli,Allen and Sons,False
1971-08-21,17.07,Erictown,"Thomas, Dunn and Fernandez",True
2009-10-04,36.8,West Steven,Holt-Perez,True
1985-11-06,664.83,Fernandezville,Townsend PLC,False
2023-02-13,742.35,Brendahaven,Harper Group,False
2020-09-23,687.92,Castrofurt,"Cisneros, Jackson and Weiss",False
1977-05-16,947.81,Pamelabury,"Vaughn, Arroyo and Johnson",True
1979-02-14,255.71,Bowersbury,Brooks-Mercado,True
2017-10-07,103.37,South Meganchester,"Parker, Reyes and Smith",True
